timestamp,open,high,low,close,volume,MarketCapital
2017-07-12,62.63,62.63,62.63,62.63,200.0,25456.0
2017-07-13,72.007,72.007,72.007,72.007,100.0,25933.0
2017-07-14,82.762,82.762,82.762,82.762,4470.0,25854.0
2017-07-17,95.15,95.15,86.031,95.15,134340.0,25482.0
2017-07-18,94.633,94.978,90.332,91.621,59890.0,25376.0
2017-07-19,91.621,91.621,82.589,85.169,37590.0,24898.0
2017-07-20,86.031,86.031,78.372,79.149,27920.0,24845.0
2017-07-21,80.008,80.008,76.567,76.567,38810.0,24527.0
2017-07-24,76.567,77.427,76.138,76.138,17320.0,24686.0
2017-07-25,73.985,75.019,67.103,68.824,60040.0,24792.0
2017-07-26,69.685,77.427,69.685,76.997,32800.0,25376.0
2017-07-27,74.158,77.427,74.158,74.846,18022.0,25588.0
2017-07-28,75.362,75.362,73.556,73.556,19000.0,25774.0
2017-07-31,77.427,77.427,74.158,74.158,54530.0,25668.0
2017-08-01,74.846,76.222,74.244,74.674,35900.0,26013.0
2017-08-02,73.212,76.138,73.212,76.05,18500.0,26225.0
2017-08-03,75.706,77.427,75.362,77.341,25090.0,26597.0
2017-08-04,77.427,77.857,77.341,77.514,48960.0,26597.0
2017-08-07,77.6,78.116,77.6,77.944,27600.0,26464.0
2017-08-08,77.944,82.589,77.944,78.717,53166.0,25987.0
2017-08-09,80.008,81.729,80.008,81.385,27910.0,25695.0
2017-08-10,81.729,82.158,80.869,81.298,30410.0,25960.0
2017-08-11,81.729,81.729,78.805,78.89,16900.0,26252.0
2017-08-14,78.805,78.805,77.427,77.427,9410.0,26119.0
2017-08-15,77.427,77.427,76.567,76.567,15060.0,25960.0
2017-08-16,78.288,78.288,77.685,77.685,17600.0,25801.0
2017-08-17,77.944,78.029,77.427,77.685,25400.0,25164.0
2017-08-18,77.427,77.772,77.255,77.685,8900.0,25217.0
2017-08-21,77.427,77.514,76.911,77.083,21600.0,25349.0
2017-08-22,77.169,77.685,77.169,77.514,3200.0,25004.0
2017-08-23,77.341,78.717,77.341,77.427,16810.0,25057.0
2017-08-24,77.6,77.857,77.514,77.685,17200.0,25323.0
2017-08-25,78.717,78.717,77.857,78.461,30240.0,25217.0
2017-08-28,79.149,79.149,78.202,78.372,27500.0,25270.0
2017-08-29,78.288,78.288,77.6,77.857,32020.0,25349.0
2017-08-30,77.944,77.944,77.255,77.255,18200.0,25376.0
2017-08-31,77.514,77.514,77.341,77.427,19910.0,25748.0
2017-09-01,76.997,76.997,76.308,76.481,6400.0,25801.0
2017-09-05,77.427,77.427,77.255,77.341,4000.0,25748.0
2017-09-06,77.169,77.169,76.825,76.825,1050.0,25588.0
2017-09-07,76.997,76.997,76.825,76.997,3700.0,25429.0
2017-09-08,76.738,76.738,76.567,76.567,9370.0,25323.0
2017-09-11,77.427,77.427,76.567,76.567,21900.0,25137.0
2017-09-12,77.255,77.427,77.255,77.341,11500.0,25535.0
2017-09-13,78.202,78.288,77.427,77.685,14270.0,25880.0
2017-09-14,77.857,77.857,76.567,77.427,16100.0,25668.0
2017-09-15,76.567,77.857,75.706,77.6,28630.0,25588.0
2017-09-18,78.461,78.461,77.685,78.288,37500.0,25668.0
2017-09-19,77.857,78.029,77.857,77.944,11610.0,25695.0
2017-09-20,77.857,78.029,77.857,78.029,31160.0,25827.0
2017-09-21,78.029,78.029,77.857,77.944,20520.0,26225.0
2017-09-22,77.944,77.944,77.944,77.944,15670.0,26252.0
2017-09-25,77.944,79.234,77.944,78.288,59930.0,25933.0
2017-09-26,78.372,78.372,77.857,77.857,50000.0,26013.0
2017-09-27,77.944,77.944,77.857,77.944,740.0,26013.0
2017-09-28,77.857,78.116,77.857,78.116,80570.0,25987.0
2017-09-29,77.944,78.288,77.857,78.288,22601.0,25880.0
2017-10-02,78.116,86.031,78.116,80.439,44370.0,25588.0
2017-10-03,80.353,80.439,80.008,80.353,11700.0,25403.0
2017-10-04,80.095,80.095,79.921,79.921,10140.0,25509.0
2017-10-05,79.664,79.664,78.546,78.546,11070.0,25641.0
2017-10-06,78.546,78.717,77.685,78.372,7740.0,25880.0
2017-10-09,77.944,78.116,77.685,78.116,2020.0,25907.0
2017-10-10,77.685,79.149,77.685,79.149,6950.0,26172.0
2017-10-11,78.717,80.439,78.717,80.439,217529.0,26491.0
2017-10-12,80.439,85.169,80.439,83.45,83581.0,27075.0
2017-10-13,84.31,84.31,80.869,83.88,45810.0,27181.0
2017-10-16,83.794,88.611,83.794,87.32,71160.0,27287.0
2017-10-17,89.471,91.192,87.32,87.32,27640.0,27340.0
2017-10-18,86.031,87.752,86.031,86.031,28611.0,26809.0
2017-10-19,86.031,87.835,86.031,87.32,21330.0,26862.0
2017-10-20,87.32,88.526,87.32,87.406,69440.0,26703.0
2017-10-23,87.752,89.471,87.752,88.611,34250.0,26172.0
2017-10-24,89.042,89.127,88.354,88.783,10220.0,26172.0
2017-10-25,89.042,89.901,88.611,89.73,21580.0,26385.0
2017-10-26,89.901,92.052,89.901,90.676,47890.0,26332.0
2017-10-27,91.192,91.621,90.763,91.621,32210.0,26650.0
2017-10-30,91.451,91.967,91.365,91.451,33600.0,26544.0
2017-10-31,91.621,91.708,91.451,91.621,25040.0,26756.0
2017-11-01,91.536,91.708,91.536,91.621,24160.0,26969.0
2017-11-02,91.621,91.795,89.643,91.451,18890.0,26809.0
2017-11-03,92.052,92.052,90.589,91.365,25500.0,27075.0
2017-11-06,92.052,95.923,92.052,94.633,39920.0,27287.0
2017-11-07,96.353,97.214,92.052,96.956,51469.0,27181.0
2017-11-08,96.353,103.235,96.353,102.377,68740.0,28137.0
2017-11-09,103.235,105.387,100.656,100.656,41859.0,27924.0
2017-11-10,102.721,103.235,102.377,103.15,51540.0,27712.0
2017-11-13,104.097,105.818,103.15,105.818,28760.0,28667.0
2017-11-14,104.441,105.387,104.441,104.958,18540.0,28614.0
2017-11-15,104.958,104.958,104.526,104.526,19310.0,30207.0
2017-11-16,104.784,104.871,104.097,104.698,18818.0,30260.0
2017-11-17,104.614,104.614,102.377,104.614,55006.0,30101.0
2017-11-20,103.235,104.958,103.235,104.958,41932.0,30738.0
2017-11-21,103.323,105.73,103.323,104.958,15130.0,30366.0
2017-11-22,103.409,104.958,103.409,104.871,27150.0,30791.0
2017-11-23,104.958,105.129,104.097,104.354,31360.0,30579.0
2017-11-24,104.097,104.097,103.235,103.235,23530.0,30738.0
2017-11-27,103.15,104.097,103.15,103.235,7850.0,30897.0
2017-11-28,103.494,103.494,103.235,103.235,2710.0,30526.0
2017-11-29,104.011,104.097,101.947,103.235,10970.0,31481.0
2017-11-30,103.235,103.235,101.516,102.377,1450.0,31003.0
2017-12-01,101.516,102.377,97.214,98.934,41690.0,31003.0
2017-12-04,99.795,101.947,99.795,99.795,17060.0,31216.0
2017-12-05,100.225,100.656,98.934,100.656,59920.0,30419.0
2017-12-06,99.795,99.881,98.934,99.881,49330.0,30154.0
2017-12-07,99.795,99.795,99.451,99.795,44610.0,29782.0
2017-12-08,99.795,99.795,99.28,99.28,1700.0,29464.0
2017-12-11,99.28,101.086,99.28,99.795,3251.0,28402.0
2017-12-12,99.968,99.968,98.934,98.934,44750.0,28508.0
2017-12-13,98.934,99.795,98.934,98.934,52748.0,29039.0
2017-12-14,99.365,99.365,98.934,99.021,37033.0,29676.0
2017-12-15,99.451,99.451,98.934,98.934,45220.0,29995.0
2017-12-18,99.795,99.795,98.763,98.763,52918.0,29888.0
2017-12-19,98.934,98.934,98.504,98.504,6963.0,29305.0
2017-12-20,98.849,98.849,97.214,97.731,9970.0,29888.0
2017-12-21,98.075,98.075,97.214,97.646,2690.0,29942.0
2017-12-22,97.472,98.849,97.214,98.849,8800.0,30313.0
2017-12-25,97.989,98.246,97.989,98.246,33393.0,30579.0
2017-12-26,99.795,104.354,99.795,102.377,93586.0,30313.0
2017-12-27,105.043,105.043,102.377,102.377,195640.0,30101.0
2017-12-28,102.805,104.097,102.377,104.097,98933.0,30366.0
2017-12-29,104.097,105.818,104.097,104.958,36460.0,30313.0
2018-01-02,104.526,105.818,104.011,104.097,26420.0,31747.0
2018-01-03,103.925,104.958,103.925,104.958,24918.0,31747.0
2018-01-04,106.762,107.996,106.673,107.996,39520.0,32384.0
2018-01-05,108.526,108.526,107.378,108.35,16751.0,31853.0
2018-01-08,108.173,108.262,107.732,108.085,24379.0,32331.0
2018-01-09,108.085,110.292,107.643,110.292,39216.0,32968.0
2018-01-10,109.673,112.054,109.673,112.054,21401.0,32649.0
2018-01-11,112.054,112.054,111.615,111.615,3610.0,32649.0
2018-01-12,112.054,112.054,108.526,110.203,10359.0,31959.0
2018-01-15,109.32,109.85,107.643,109.409,16168.0,32384.0
2018-01-16,108.526,109.32,108.526,108.966,15920.0,32384.0
2018-01-17,108.792,109.145,108.173,109.056,26020.0,31322.0
2018-01-18,108.792,108.966,108.526,108.966,24912.0,31322.0
2018-01-19,109.32,110.733,109.32,110.203,29800.0,31269.0
2018-01-22,110.113,110.733,110.113,110.38,19090.0,32331.0
2018-01-25,117.349,119.114,117.349,119.114,21210.0,32437.0
2018-01-26,118.231,122.202,118.231,121.761,27120.0,32277.0
2018-01-29,122.202,138.083,122.202,136.761,79603.0,32012.0
2018-01-30,134.114,137.996,134.114,136.761,11920.0,33976.0
2018-01-31,136.761,144.702,136.761,142.937,42930.0,33392.0
2018-02-01,142.937,142.937,132.349,132.789,23329.0,32702.0
2018-02-02,132.349,136.318,132.349,135.79,24764.0,32384.0
2018-02-05,134.996,135.877,130.584,130.584,20593.0,30313.0
2018-02-06,112.585,127.055,112.585,127.055,70741.0,28774.0
2018-02-07,125.732,135.525,125.732,132.349,7040.0,30048.0
2018-02-08,129.702,129.966,128.378,129.702,14170.0,29305.0
2018-02-09,128.82,128.82,125.291,128.82,6440.0,29198.0
2018-02-12,131.466,134.114,129.879,134.114,5000.0,30313.0
2018-02-13,132.349,136.761,132.349,136.672,7910.0,31322.0
2018-02-21,136.672,138.083,135.877,138.083,14240.0,31534.0
2018-02-22,137.643,139.408,137.643,139.408,12130.0,31003.0
2018-02-23,142.054,142.054,140.29,141.437,12900.0,32118.0
2018-02-26,141.524,141.613,138.613,138.701,16370.0,32065.0
2018-02-27,140.643,140.643,135.966,140.202,8320.0,31747.0
2018-02-28,139.408,140.73,139.408,140.73,14950.0,31747.0
2018-03-01,138.525,140.29,138.525,140.29,300.0,32277.0
2018-03-02,138.878,141.613,138.525,141.172,40830.0,32437.0
2018-03-05,141.172,142.495,140.996,142.495,20310.0,32649.0
2018-03-06,142.054,146.025,142.054,146.025,40570.0,33605.0
2018-03-07,143.819,146.907,143.731,146.907,5458.0,33021.0
2018-03-08,145.407,145.584,143.819,144.702,9970.0,33021.0
2018-03-09,144.702,144.702,143.819,144.613,4400.0,32702.0
2018-03-12,143.025,144.702,142.054,143.819,20495.0,32596.0
